xml.source;xml.value;json.source;json.value;commentaire
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;1;/enveloppe/baie/position/mitoyennete;exterieur;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;2;/enveloppe/baie/position/mitoyennete;enterre;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;3;/enveloppe/baie/position/mitoyennete;vide_sanitaire;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;4;/enveloppe/baie/position/mitoyennete;local_non_residentiel;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;5;/enveloppe/baie/position/mitoyennete;enterre;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;6;/enveloppe/baie/position/mitoyennete;sous_sol_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;7;/enveloppe/baie/position/mitoyennete;local_non_accessible;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;8;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;9;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;10;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;11;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;12;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;13;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;14;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;15;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;16;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;17;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;18;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;19;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;20;/enveloppe/baie/position/mitoyennete;local_non_residentiel;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;21;/enveloppe/baie/position/mitoyennete;local_non_chauffe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;22;/enveloppe/baie/position/mitoyennete;local_residentiel;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;1;/enveloppe/baie/type;brique_verre_pleine;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;2;/enveloppe/baie/type;brique_verre_creuse;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;3;/enveloppe/baie/type;polycarbonate;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;4;/enveloppe/baie/type;fenetre_battante;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;5;/enveloppe/baie/type;fenetre_coulissante;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;6;/enveloppe/baie/type;porte_fenetre_coulissante;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;7;/enveloppe/baie/type;porte_fenetre_battante;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;7;/enveloppe/baie/position/presence_soubassement;false;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;8;/enveloppe/baie/type;porte_fenetre_battante;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_baie_id;8;/enveloppe/baie/position/presence_soubassement;true;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;1;/enveloppe/baie/type_fermeture;sans_fermeture;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;2;/enveloppe/baie/type_fermeture;jalousie_accordeon;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;2;/enveloppe/baie/type_fermeture;venitiens_exterieurs_metal;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;2;/enveloppe/baie/type_fermeture;volet_battant_avec_ajours_fixes;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;2;/enveloppe/baie/type_fermeture;persiennes_avec_ajours_fixes;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;3;/enveloppe/baie/type_fermeture;fermeture_lames_orientables;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;3;/enveloppe/baie/type_fermeture;fermeture_sans_ajours;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;3;/enveloppe/baie/type_fermeture;volets_roulants_aluminium;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;4;/enveloppe/baie/type_fermeture;volets_roulants_pvc_bois_epaisseur_lte_12mm;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;5;/enveloppe/baie/type_fermeture;persienne_coulissante_epaisseur_lte_22mm;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;5;/enveloppe/baie/type_fermeture;volet_battant_pvc_bois_epaisseur_lte_22mm;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;6;/enveloppe/baie/type_fermeture;volets_roulants_pvc_bois_epaisseur_gt_12mm;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;7;/enveloppe/baie/type_fermeture;persienne_coulissante_epaisseur_gt_22mm;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;7;/enveloppe/baie/type_fermeture;volet_battant_pvc_bois_epaisseur_gt_22mm;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_fermeture_id;8;/enveloppe/baie/type_fermeture;fermeture_isolee_sans_ajours;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_materiaux_menuiserie_id;1;/enveloppe/baie/menuiserie/materiau;;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_materiaux_menuiserie_id;2;/enveloppe/baie/menuiserie/materiau;;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_materiaux_menuiserie_id;3;/enveloppe/baie/menuiserie/materiau;bois;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_materiaux_menuiserie_id;4;/enveloppe/baie/menuiserie/materiau;bois_metal;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_materiaux_menuiserie_id;5;/enveloppe/baie/menuiserie/materiau;pvc;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_materiaux_menuiserie_id;6;/enveloppe/baie/menuiserie/materiau;metal;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_materiaux_menuiserie_id;6;/enveloppe/baie/menuiserie/presence_rupteur_pont_thermique;true;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_materiaux_menuiserie_id;7;/enveloppe/baie/menuiserie/materiau;metal;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_materiaux_menuiserie_id;7;/enveloppe/baie/menuiserie/presence_rupteur_pont_thermique;false;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_vitrage_id;1;/enveloppe/baie/vitrage/type;simple_vitrage;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_vitrage_id;2;/enveloppe/baie/vitrage/type;double_vitrage;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_vitrage_id;2;/enveloppe/baie/vitrage/type;double_vitrage_fe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_vitrage_id;3;/enveloppe/baie/vitrage/type;triple_vitrage;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_vitrage_id;3;/enveloppe/baie/vitrage/type;triple_vitrage_fe;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_vitrage_id;4;/enveloppe/baie/vitrage/type;;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_vitrage_id;5;/enveloppe/baie/vitrage/type;;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_vitrage_id;6;/enveloppe/baie/vitrage/type;;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;8;/enveloppe/local_non_chauffe/type;garage;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;9;/enveloppe/local_non_chauffe/type;cellier;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;11;/enveloppe/local_non_chauffe/type;comble_fortement_ventile;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;12;/enveloppe/local_non_chauffe/type;comble_faiblement_ventile;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;13;/enveloppe/local_non_chauffe/type;comble_tres_faiblement_ventile;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;14;/enveloppe/local_non_chauffe/type;circulation_sans_ouverture_exterieure;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;15;/enveloppe/local_non_chauffe/type;circulation_avec_ouverture_exterieure;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;16;/enveloppe/local_non_chauffe/type;circulation_avec_bouche_ou_gaine_desenfumage_ouverte;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;17;/enveloppe/local_non_chauffe/type;hall_entree_avec_fermeture_automatique;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;18;/enveloppe/local_non_chauffe/type;hall_entree_sans_fermeture_automatique;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;19;/enveloppe/local_non_chauffe/type;garage_collectif;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_type_adjacence_id;21;/enveloppe/local_non_chauffe/type;autres;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;8;/enveloppe/local_non_chauffe/type;garage;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;9;/enveloppe/local_non_chauffe/type;cellier;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;11;/enveloppe/local_non_chauffe/type;comble_fortement_ventile;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;12;/enveloppe/local_non_chauffe/type;comble_faiblement_ventile;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;13;/enveloppe/local_non_chauffe/type;comble_tres_faiblement_ventile;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;14;/enveloppe/local_non_chauffe/type;circulation_sans_ouverture_exterieure;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;15;/enveloppe/local_non_chauffe/type;circulation_avec_ouverture_exterieure;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;16;/enveloppe/local_non_chauffe/type;circulation_avec_bouche_ou_gaine_desenfumage_ouverte;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;17;/enveloppe/local_non_chauffe/type;hall_entree_avec_fermeture_automatique;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;18;/enveloppe/local_non_chauffe/type;hall_entree_sans_fermeture_automatique;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;19;/enveloppe/local_non_chauffe/type;garage_collectif;
logement/enveloppe/mur_collection/mur/donnee_entree/enum_type_adjacence_id;21;/enveloppe/local_non_chauffe/type;autres;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;8;/enveloppe/local_non_chauffe/type;garage;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;9;/enveloppe/local_non_chauffe/type;cellier;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;11;/enveloppe/local_non_chauffe/type;comble_fortement_ventile;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;12;/enveloppe/local_non_chauffe/type;comble_faiblement_ventile;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;13;/enveloppe/local_non_chauffe/type;comble_tres_faiblement_ventile;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;14;/enveloppe/local_non_chauffe/type;circulation_sans_ouverture_exterieure;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;15;/enveloppe/local_non_chauffe/type;circulation_avec_ouverture_exterieure;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;16;/enveloppe/local_non_chauffe/type;circulation_avec_bouche_ou_gaine_desenfumage_ouverte;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;17;/enveloppe/local_non_chauffe/type;hall_entree_avec_fermeture_automatique;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;18;/enveloppe/local_non_chauffe/type;hall_entree_sans_fermeture_automatique;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;19;/enveloppe/local_non_chauffe/type;garage_collectif;
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_type_adjacence_id;21;/enveloppe/local_non_chauffe/type;autres;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;8;/enveloppe/local_non_chauffe/type;garage;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;9;/enveloppe/local_non_chauffe/type;cellier;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;11;/enveloppe/local_non_chauffe/type;comble_fortement_ventile;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;12;/enveloppe/local_non_chauffe/type;comble_faiblement_ventile;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;13;/enveloppe/local_non_chauffe/type;comble_tres_faiblement_ventile;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;14;/enveloppe/local_non_chauffe/type;circulation_sans_ouverture_exterieure;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;15;/enveloppe/local_non_chauffe/type;circulation_avec_ouverture_exterieure;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;16;/enveloppe/local_non_chauffe/type;circulation_avec_bouche_ou_gaine_desenfumage_ouverte;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;17;/enveloppe/local_non_chauffe/type;hall_entree_avec_fermeture_automatique;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;18;/enveloppe/local_non_chauffe/type;hall_entree_sans_fermeture_automatique;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;19;/enveloppe/local_non_chauffe/type;garage_collectif;
logement/enveloppe/plancher_haut_collection/plancher_haut/donnee_entree/enum_type_adjacence_id;21;/enveloppe/local_non_chauffe/type;autres;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;8;/enveloppe/local_non_chauffe/type;garage;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;9;/enveloppe/local_non_chauffe/type;cellier;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;11;/enveloppe/local_non_chauffe/type;comble_fortement_ventile;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;12;/enveloppe/local_non_chauffe/type;comble_faiblement_ventile;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;13;/enveloppe/local_non_chauffe/type;comble_tres_faiblement_ventile;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;14;/enveloppe/local_non_chauffe/type;circulation_sans_ouverture_exterieure;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;15;/enveloppe/local_non_chauffe/type;circulation_avec_ouverture_exterieure;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;16;/enveloppe/local_non_chauffe/type;circulation_avec_bouche_ou_gaine_desenfumage_ouverte;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;17;/enveloppe/local_non_chauffe/type;hall_entree_avec_fermeture_automatique;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;18;/enveloppe/local_non_chauffe/type;hall_entree_sans_fermeture_automatique;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;19;/enveloppe/local_non_chauffe/type;garage_collectif;
logement/enveloppe/porte_collection/porte/donnee_entree/enum_type_adjacence_id;21;/enveloppe/local_non_chauffe/type;autres;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_cfg_isolation_lnc_id;2;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur l'extérieur
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_cfg_isolation_lnc_id;3;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur l'extérieur
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_cfg_isolation_lnc_id;4;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur l'extérieur
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_cfg_isolation_lnc_id;5;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur l'extérieur
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_cfg_isolation_lnc_id;2;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur un local chauffé
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_cfg_isolation_lnc_id;3;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur un local chauffé
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_cfg_isolation_lnc_id;4;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur un local chauffé
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/enum_cfg_isolation_lnc_id;5;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur un local chauffé
logement/enveloppe/mur_collection/mur/donnee_entree/enum_cfg_isolation_lnc_id;2;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur l'extérieur
logement/enveloppe/mur_collection/mur/donnee_entree/enum_cfg_isolation_lnc_id;3;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur l'extérieur
logement/enveloppe/mur_collection/mur/donnee_entree/enum_cfg_isolation_lnc_id;4;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur l'extérieur
logement/enveloppe/mur_collection/mur/donnee_entree/enum_cfg_isolation_lnc_id;5;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur l'extérieur
logement/enveloppe/mur_collection/mur/donnee_entree/enum_cfg_isolation_lnc_id;2;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur un local chauffé
logement/enveloppe/mur_collection/mur/donnee_entree/enum_cfg_isolation_lnc_id;3;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur un local chauffé
logement/enveloppe/mur_collection/mur/donnee_entree/enum_cfg_isolation_lnc_id;4;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur un local chauffé
logement/enveloppe/mur_collection/mur/donnee_entree/enum_cfg_isolation_lnc_id;5;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur un local chauffé
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_cfg_isolation_lnc_id;2;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur l'extérieur
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_cfg_isolation_lnc_id;3;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur l'extérieur
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_cfg_isolation_lnc_id;4;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur l'extérieur
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_cfg_isolation_lnc_id;5;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur l'extérieur
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_cfg_isolation_lnc_id;2;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur un local chauffé
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_cfg_isolation_lnc_id;3;/enveloppe/local_non_chauffe/paroi/isolation;non_isole;Paroi donnant sur un local chauffé
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_cfg_isolation_lnc_id;4;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur un local chauffé
logement/enveloppe/plancher_bas_collection/plancher_bas/donnee_entree/enum_cfg_isolation_lnc_id;5;/enveloppe/local_non_chauffe/paroi/isolation;isole;Paroi donnant sur un local chauffé
